MOTIVO CHAMADO,NOME,CPF,SEXO,DATA NASCIMENTO,DATA ADMISSAO,NOME DA MAE,ESTADO CIVIL,PARENTESCO,ESTUDANTE,MATRICULA EMPRESA,CNPJ CLIENTE,CARTAO SUS,EMAIL,CEP,ENDERECO,NUMERO,COMPLEMENTO,BAIRRO,CIDADE,ESTADO,SALARIO,RG,CARGO,TELEFONE,CELULAR,DATA INICIO VIGENCIA,CODIGO PLANO,FIM VIGENCIA,PRAZO ESTAGIO/J APRENDIZ (MESES),C.CUSTO,DEPARTAMENTO,SETOR,TIPO EXTENSAO,INICIO PLANO EXTENSAO,FIM PLANO EXTENSAO,INICIO EXPEDIENTE,FIM EXPEDIENTE,PCD,CPF TITULAR,PLANO EXTENSAO,DESCRICAO,DATA ENTRELACE,CNPJ A TRANSFERIR,DEPENDENTE TITULAR,COD. OPERADORA
Exame Laboratorial,Arthur Sullivan MD,258-81-5303,F,1971-09-10,2008-07-04,Joseph Schultz,Solteiro(a),Cônjuge,Sim,8232482,8205692159032851,1234567890123456,hmills@example.org,24819,594 Summers Station Suite 784,4725,Suite 368,Centro,North Bradmouth,ND,2555.811945978524,6492950812,Barista,590-527-8216,566-267-0524x6969,2002-07-02,7,2035-09-29,10,CCusto1,Vendas,Setor C,Tipo1,2018-04-29,2044-09-28,07:40:27,06:55:43,Sim,472-96-4986,Plano B,Most significant care wrong.,2010-09-08,5102239264621177,Não,Operadora1
Consulta Médica,Zachary Smith,375-18-6488,M,1972-05-18,2013-07-10,Melissa Campos,Solteiro(a),Cônjuge,Sim,879079,3242893242950524,1234567890123456,anitaschmitt@example.org,95926,375 Cole Drive Suite 909,180,Apt. 038,Centro,Lake Lindsey,FL,1033.151271056508,2180308520,Early years teacher,(215)928-1552x818,(875)596-6670x57933,2006-12-05,6,2044-01-20,11,CCusto2,Recursos Humanos,Setor C,Tipo1,2006-05-23,2037-07-07,01:57:00,00:54:53,Não,087-77-7265,Plano B,Perform them expect especially beyond lead surface.,2008-08-16,9707435649941921,Sim,Operadora2
Exame Laboratorial,Heather Wilson,520-88-5222,M,1946-05-28,2004-07-22,Leah Newman,Casado(a),Filho(a),Não,6114792,8293061179406469,1234567890123456,smoore@example.com,56850,8484 Jennifer Estate Suite 664,780,Apt. 230,Moinhos de Vento,Jenkinsville,CA,4055.345267926869,7764696019,"Buyer, industrial",804.497.8224,320.290.3401,2022-07-31,10,2060-07-21,6,CCusto1,Recursos Humanos,Setor B,Tipo2,2018-03-31,2083-06-23,18:20:05,19:42:21,Sim,741-16-1148,Plano B,Network worker many.,2023-07-25,7773013474955406,Sim,Operadora1
Consulta Médica,Anthony Chase,125-43-2374,M,1926-09-07,2021-07-06,Jason Rojas,Casado(a),Filho(a),Não,6359815,3430743538827807,1234567890123456,jonathanwalker@example.com,64110,2136 Medina Trail Apt. 627,98984,Apt. 880,Copacabana,Colemanland,MO,3112.676260667065,4441612183,Manufacturing systems engineer,001-483-406-8158x12366,(555)214-0436x9243,2014-05-25,3,2049-03-03,9,CCusto3,Recursos Humanos,Setor B,Tipo3,2012-05-04,2088-10-15,21:36:18,09:27:31,Não,454-11-8951,Plano A,Head spend receive fly ever week player.,2000-03-22,6653185730354031,Sim,Operadora3
Consulta Médica,Craig Leonard,821-04-2366,M,2001-01-06,2006-06-22,Sarah Baker,Solteiro(a),Pai,Sim,8214865,2036966471269883,1234567890123456,osharp@example.com,54814,997 Jennifer Extensions,55115,Apt. 299,Moinhos de Vento,New Alejandro,MD,1186.89050292587,8289871441,Estate manager/land agent,(576)939-2283x464,(909)490-5963,2003-05-05,4,2089-02-01,6,CCusto1,Vendas,Setor B,Tipo2,2017-10-01,2062-12-12,23:40:45,18:47:58,Não,693-28-6022,Plano A,Culture some return opportunity.,2011-11-21,6041787957484309,Não,Operadora1
Exame Laboratorial,Frank Williams,143-43-5280,M,1916-03-31,2001-01-11,Nicholas Harris,Solteiro(a),Pai,Sim,5453596,2674090155075825,9876543210987654,arthurwilliams@example.com,97461,315 Rodriguez Shoal Apt. 273,026,Apt. 381,Centro,Lake Paul,LA,1970.2733345001886,7278669399,Purchasing manager,476-725-0925,+1-348-490-5188x81207,2014-09-20,1,2068-06-19,1,CCusto1,Recursos Humanos,Setor A,Tipo1,2005-09-10,2055-06-21,00:25:47,21:42:48,Sim,771-21-2460,Plano A,Perform money story positive sport reality.,2021-08-27,7319525065243025,Sim,Operadora1
Exame Laboratorial,Donald Vaughn,617-04-4185,F,1928-09-18,2000-10-17,Carmen Stevens,Solteiro(a),Mãe,Não,6113429,7626819883801705,1234567890123456,erica94@example.com,73430,914 Jessica River,833,Suite 178,Savassi,South Joshuastad,UT,1789.6424635158091,9520829646,Psychiatrist,590.239.0464x795,(461)628-6022x703,2021-07-08,8,2099-07-26,10,CCusto1,Vendas,Setor C,Tipo2,2020-02-23,2027-12-07,20:24:17,00:03:07,Sim,328-52-0759,Plano C,Anyone relate worker audience four Republican light.,2003-11-22,2839742971052771,Sim,Operadora3
Odontologia,Richard Johnson,736-72-3993,F,1962-07-02,2019-03-14,Maria Spencer,Viúvo(a),Cônjuge,Não,9139182,6714995437439954,9876543210987654,stacy85@example.net,13117,151 Jennifer Plain,283,Apt. 491,Copacabana,Port Calvin,NC,3081.9915633882856,5062008611,Psychiatric nurse,001-255-752-1662x9595,6843041787,2008-05-13,10,2099-11-09,1,CCusto3,Financeiro,Setor C,Tipo1,2011-04-11,2050-03-10,22:25:57,20:14:22,Sim,639-13-1302,Plano A,Local kind daughter family.,2013-07-16,7423042475213358,Sim,Operadora1
Consulta Médica,Michele Martinez,444-01-9469,M,1918-10-30,2009-05-27,Veronica Perez,Casado(a),Filho(a),Sim,1056455,7003400477304267,9876543210987654,asanchez@example.com,85600,62234 Katie Stravenue Apt. 339,101,Suite 513,Centro,Hallland,MN,2423.794666595286,2102436547,Pensions consultant,001-612-674-1693x163,527.404.9768x12752,2019-07-06,9,2082-06-02,10,CCusto2,Financeiro,Setor A,Tipo1,2004-07-13,2055-07-23,23:09:42,16:41:02,Sim,429-43-3293,Plano C,Might available order although wait.,2015-01-01,6076252461275095,Não,Operadora1
Odontologia,Cynthia Callahan,731-89-9494,M,1923-09-25,2007-04-08,Joshua Sutton,Casado(a),Cônjuge,Não,8068259,2170569451055760,9876543210987654,nnelson@example.com,80616,128 Hull Canyon,4500,Apt. 787,Copacabana,West John,NV,2816.673350093439,9260703622,"Horticulturist, commercial",980.268.9565,627-899-9414x3639,2012-10-04,2,2099-05-04,10,CCusto1,Recursos Humanos,Setor C,Tipo1,2007-10-18,2059-02-03,18:22:00,07:39:12,Não,769-46-3452,Plano A,Over challenge hard herself simple himself.,2021-12-12,7356947782892062,Não,Operadora2
Consulta Médica,Jonathan Rowe,184-57-6949,M,1946-08-08,2020-02-13,Joshua Watson,Viúvo(a),Filho(a),Sim,1566797,8369844078947752,1234567890123456,dtucker@example.org,63741,5266 Danielle Springs,55030,Suite 851,Savassi,Jacobborough,MP,2338.189988188624,2858625029,"Therapist, drama",382-737-1715,822-714-6848,2020-01-15,7,2087-05-08,5,CCusto2,Vendas,Setor C,Tipo1,2004-07-02,2067-12-27,18:59:27,14:59:17,Sim,715-41-8837,Plano A,These agency seat improve.,2008-06-05,4130095837439349,Sim,Operadora3
Odontologia,Edward Smith,466-54-6000,M,1986-09-13,2023-05-29,Rebekah Willis,Viúvo(a),Filho(a),Não,45077,2794264193172049,1234567890123456,rebeccajacobson@example.net,82278,15835 Flores Drive Suite 615,8334,Suite 425,Centro,Juarezstad,MD,2372.1513620725373,9668046254,Local government officer,(844)263-7536x7326,+1-294-631-3715x45920,2021-10-08,1,2081-05-17,4,CCusto1,Financeiro,Setor A,Tipo2,2012-02-14,2081-04-29,11:50:37,02:33:32,Não,078-99-4483,Plano C,Institution remember both never.,2009-12-01,1185436275920825,Sim,Operadora1
Exame Laboratorial,Johnny Cervantes,594-77-1966,F,1929-05-03,2022-11-04,Lisa Lee,Solteiro(a),Mãe,Não,6793478,9676174251883380,9876543210987654,aprilingram@example.org,32236,07856 Smith Creek,4182,Apt. 910,Copacabana,West Erika,AK,2630.999659823704,5004079516,IT sales professional,(292)470-3805,564-312-4348,2007-08-14,2,2031-11-07,12,CCusto2,Financeiro,Setor B,Tipo2,2006-08-04,2042-01-06,16:14:12,19:18:25,Não,839-91-8687,Plano C,Decision ten south the company.,2006-04-26,753331782225036,Não,Operadora1
Odontologia,Christina Macdonald,294-11-6008,M,2007-09-18,2004-07-29,Nicole Guzman,Solteiro(a),Pai,Sim,2146412,4622521375503956,9876543210987654,bcalderon@example.org,67300,8048 David River,20187,Suite 631,Copacabana,Popefort,NV,3959.3161683780845,480771751,Early years teacher,+1-614-599-9259,(872)869-5518x512,2023-06-17,4,2072-08-19,12,CCusto2,Recursos Humanos,Setor C,Tipo3,2007-05-01,2091-07-07,22:01:53,23:46:19,Não,137-46-0847,Plano B,Personal somebody change during give prove wife.,2022-10-10,2351758495927026,Não,Operadora2
Odontologia,Megan Pennington,667-35-3539,M,1987-02-09,2007-05-27,Jerry Beck,Solteiro(a),Cônjuge,Sim,9264420,571324209251198,1234567890123456,cookdavid@example.com,59985,83548 Shah Knolls Suite 269,964,Suite 388,Moinhos de Vento,Jameston,ME,3558.9585669178628,9987990102,Marketing executive,9225843892,455-364-7492x066,2007-09-24,5,2061-07-28,6,CCusto3,Financeiro,Setor A,Tipo2,2007-07-11,2037-02-27,22:54:48,08:14:22,Sim,615-10-9423,Plano B,Leave what doctor theory compare open easy.,2019-08-26,9869265303253638,Não,Operadora3
Exame Laboratorial,Molly Harper,030-55-6110,F,1942-02-01,2006-09-20,Elizabeth Diaz,Solteiro(a),Pai,Sim,2566378,6397241085349653,9876543210987654,lisathompson@example.net,25328,2008 Rhonda Lodge Apt. 055,4203,Suite 102,Savassi,New Marystad,MS,4713.636489174841,9647381414,Recycling officer,+1-680-837-8362,8817940942,2010-08-29,1,2050-08-01,10,CCusto2,Vendas,Setor B,Tipo1,2009-08-06,2088-01-12,17:38:56,14:16:40,Não,606-02-8230,Plano C,Military great Congress while design drug table.,2000-01-25,5185938259140376,Sim,Operadora2
Exame Laboratorial,Bryan Martin,208-80-5760,F,2003-12-31,2003-03-02,Joseph Hobbs,Casado(a),Cônjuge,Não,5466379,2507716447412010,1234567890123456,mdean@example.net,72979,646 Rivera Expressway Apt. 826,58525,Apt. 427,Copacabana,Steeleland,UT,2010.6706746575023,8579016,Historic buildings inspector/conservation officer,(497)643-0653,001-929-946-6335x657,2002-10-25,2,2075-11-13,4,CCusto3,Vendas,Setor B,Tipo3,2011-03-02,2077-08-25,11:48:58,20:56:38,Não,759-99-2761,Plano B,Police test soon rich series how.,2018-05-15,6568375394000899,Sim,Operadora1
Consulta Médica,John May,668-59-8308,F,1914-12-24,2022-02-03,Thomas Taylor,Solteiro(a),Filho(a),Sim,3567558,8845708554320720,9876543210987654,blackburncarlos@example.com,39147,0384 Juan Streets,560,Apt. 395,Moinhos de Vento,West Kennethbury,NJ,1366.8620742036774,1582513445,"Research officer, trade union",497.200.9910,874-715-0595x778,2023-07-10,8,2090-11-30,12,CCusto1,Recursos Humanos,Setor B,Tipo1,2011-03-01,2084-03-25,22:57:37,12:01:39,Não,339-66-4562,Plano A,Carry hot assume professor sign sell.,2019-11-15,4615687241812566,Sim,Operadora2
Exame Laboratorial,Edward Pugh,264-29-5188,F,2003-07-12,2023-09-02,Tyler Compton,Solteiro(a),Mãe,Não,7153172,4803954208410687,1234567890123456,beverly48@example.org,22039,710 Clark Ways,19751,Suite 073,Centro,Walkermouth,WI,4403.139676041137,9948272702,Sales promotion account executive,001-629-653-7426,452-611-1550,2013-04-10,9,2050-04-04,5,CCusto3,Vendas,Setor A,Tipo3,2010-01-20,2060-12-28,10:59:14,19:46:39,Não,563-07-1238,Plano A,Man sign article argue offer reason.,2007-09-12,6345821509751028,Não,Operadora2
Exame Laboratorial,Meagan Dyer,388-84-7949,F,1968-07-10,2021-09-30,David Thompson,Solteiro(a),Cônjuge,Não,3610649,8816341816742336,9876543210987654,ibarker@example.com,22799,1373 Richard Divide Apt. 994,1810,Suite 387,Savassi,Jamesland,LA,3327.9663758057713,9858825629,Commercial/residential surveyor,+1-869-697-4488x7454,+1-997-578-9687x618,2009-06-20,6,2070-10-01,1,CCusto1,Financeiro,Setor B,Tipo2,2007-07-28,2047-10-31,10:46:12,00:19:46,Sim,520-35-5628,Plano C,Figure area voice ready image program.,2017-04-13,5852848731263377,Sim,Operadora3
Odontologia,Lisa Smith,222-80-4142,F,1976-12-29,2022-10-01,Karl Cain,Casado(a),Cônjuge,Não,6682378,368951890901262,9876543210987654,judithhorn@example.org,77272,025 Chad Manor Apt. 120,5597,Apt. 193,Savassi,Port Bonnie,MP,4882.295812189168,2475553385,"Loss adjuster, chartered",(921)416-8492x266,907.255.1105x422,2004-11-05,10,2055-06-13,6,CCusto1,Recursos Humanos,Setor C,Tipo3,2005-04-01,2030-08-10,07:20:12,22:19:51,Sim,804-24-4311,Plano C,Current recent nice leg rock.,2009-09-05,6328988967642523,Sim,Operadora3
Consulta Médica,Shannon Banks,577-57-6573,M,1915-12-31,2015-11-29,Victor Gonzales,Solteiro(a),Mãe,Sim,6622155,1974792719908961,9876543210987654,eric83@example.com,70063,13521 Gordon Crescent,107,Apt. 234,Moinhos de Vento,Geraldfort,VA,2027.2486353330307,7777489643,Chief of Staff,6124518894,+1-263-571-5045x859,2005-05-12,7,2045-04-07,4,CCusto2,Recursos Humanos,Setor A,Tipo2,2014-04-01,2046-03-15,01:03:23,20:18:59,Não,369-40-6469,Plano B,Catch explain account animal star stay music live.,2017-06-29,4885209744546632,Não,Operadora2
Consulta Médica,Misty Miller,889-99-6287,M,1983-06-27,2020-07-05,Douglas James,Casado(a),Pai,Não,595312,1106128358121008,1234567890123456,torresbrianna@example.net,29413,730 Evan Freeway,9395,Apt. 667,Moinhos de Vento,Robertsonville,MT,1677.7713611185363,4390214368,Sales executive,943-480-1535,(509)490-9758,2020-05-04,1,2087-03-03,4,CCusto3,Vendas,Setor B,Tipo2,2001-01-05,2091-11-09,04:36:15,06:13:19,Sim,085-96-0504,Plano C,Around nothing investment necessary huge most.,2007-06-02,8810787997565975,Sim,Operadora1
Consulta Médica,Sarah Singleton,081-49-4849,F,1924-05-16,2011-06-25,Ashley Lawrence,Viúvo(a),Filho(a),Não,8901007,4161638031311602,9876543210987654,robert40@example.com,46853,97145 Chris Freeway,531,Suite 602,Copacabana,Kellymouth,MN,2339.4126507474293,4618553867,Purchasing manager,3754817399,882-200-4469x66224,2008-03-24,8,2054-11-02,2,CCusto3,Vendas,Setor A,Tipo2,2001-09-24,2063-01-06,20:12:03,04:12:46,Não,894-58-2384,Plano B,Many production total issue.,2022-11-24,179520314366020,Não,Operadora1
Consulta Médica,Mr. Richard Bailey,308-13-9016,M,1983-01-25,2018-04-26,Brandon Harmon,Viúvo(a),Cônjuge,Sim,2689271,6223064525393618,9876543210987654,fergusonedward@example.org,79375,905 Jensen Fort,28200,Apt. 476,Copacabana,Andersonmouth,CT,3021.304955564585,526502561,"Designer, jewellery",001-246-935-8423x655,(960)481-5101x84640,2021-11-03,3,2061-01-13,8,CCusto1,Vendas,Setor C,Tipo2,2013-09-17,2095-10-19,09:51:06,13:12:46,Não,872-10-5747,Plano B,Color boy relate heart who.,2002-07-20,6617545302288136,Não,Operadora1
Exame Laboratorial,Karen Young,861-16-4103,M,1940-09-11,2006-07-10,Matthew Poole,Viúvo(a),Filho(a),Não,3074174,1431774183497375,9876543210987654,timothyhughes@example.org,67774,1511 Mitchell Keys,5999,Apt. 726,Copacabana,Lake Jacobmouth,MS,4517.129654635923,7080366528,Public house manager,274-906-3459x970,760.598.4232x5694,2022-09-29,6,2094-11-12,12,CCusto3,Recursos Humanos,Setor C,Tipo3,2014-06-27,2056-12-09,14:30:26,21:11:53,Sim,442-48-6232,Plano B,Second defense force marriage future president.,2006-05-08,8537467369813740,Não,Operadora1
Exame Laboratorial,Jose Hall,407-38-5376,F,1994-10-11,2000-09-14,Vickie Thomas,Casado(a),Mãe,Sim,534710,4284756648097419,9876543210987654,oreed@example.com,24133,5246 Martin Turnpike,08189,Suite 314,Copacabana,Tinaview,ND,2071.4116340619908,6604964997,"Solicitor, Scotland",711.846.7925x2969,3322051846,2016-12-31,10,2089-12-30,8,CCusto1,Financeiro,Setor B,Tipo2,2002-02-02,2043-10-08,21:33:21,01:41:32,Não,762-44-0626,Plano A,Town owner out cold phone if natural room.,2014-03-04,2550174652603975,Não,Operadora1
Exame Laboratorial,Keith Benson,081-33-4401,M,1990-06-09,2010-11-23,Alyssa Duarte,Solteiro(a),Cônjuge,Não,6135089,6267521486351437,1234567890123456,lance46@example.net,92028,8461 Stephanie Fall Apt. 414,519,Suite 763,Centro,Cookeview,MH,1854.575422564523,6782073212,Community pharmacist,+1-208-434-3080x5920,(924)883-4174x5033,2003-01-22,8,2035-08-02,6,CCusto3,Recursos Humanos,Setor B,Tipo3,2021-09-10,2037-08-31,23:03:00,23:40:09,Sim,090-25-3858,Plano A,Above better five unit energy national.,2006-10-09,2581133137524557,Não,Operadora1
Odontologia,Kelly Villarreal,476-96-5127,F,1926-03-10,2000-12-19,Lisa Chapman,Solteiro(a),Mãe,Sim,9485268,8770807822748790,9876543210987654,spencermelissa@example.net,91290,799 Garcia Pass,695,Apt. 973,Moinhos de Vento,Brownchester,DC,1372.8273747493026,2192191121,"Sound technician, broadcasting/film/video",+1-938-847-3608x69337,346-235-5260x1592,2013-12-08,9,2080-05-17,1,CCusto1,Vendas,Setor B,Tipo3,2000-10-30,2057-11-01,23:25:28,23:56:24,Sim,870-93-6008,Plano A,Save just door.,2018-07-30,8857051276671242,Sim,Operadora2
Exame Laboratorial,Maurice Kelly,458-55-3632,F,1967-11-06,2007-12-13,Emily Murray,Solteiro(a),Cônjuge,Sim,1950399,3448892710793322,9876543210987654,erin97@example.net,39105,793 Cody Rapids,10637,Suite 185,Moinhos de Vento,Jessicaside,OR,2825.694865798965,4731396315,Heritage manager,+1-272-759-3049x6881,001-602-651-7269x407,2021-02-01,3,2098-04-29,10,CCusto2,Vendas,Setor A,Tipo2,2011-10-18,2073-02-05,00:14:34,09:01:58,Não,055-59-7232,Plano C,Party Democrat experience quickly open gas popular top.,2014-09-16,6071182034052174,Sim,Operadora2
Odontologia,Shawn Rich,009-19-1132,F,1914-09-18,2006-04-12,Joyce Hensley,Viúvo(a),Pai,Não,5376954,4576552935403566,9876543210987654,sobrien@example.org,69079,69311 Gardner Path Suite 057,6859,Suite 317,Copacabana,Port Johntown,ME,4298.022798720382,8507535922,Diplomatic Services operational officer,(902)943-9152x83869,(460)496-2195x712,2002-12-21,8,2028-10-03,11,CCusto1,Financeiro,Setor C,Tipo1,2016-02-15,2089-03-14,17:55:56,23:17:08,Sim,235-35-6331,Plano B,President skill eat.,2019-02-20,568997973842806,Não,Operadora2
Consulta Médica,Andrew Greene,290-23-4829,M,1935-08-23,2003-01-17,Emily Little,Solteiro(a),Cônjuge,Não,8926959,594289133061544,1234567890123456,ubrown@example.com,42241,6375 Peter Lock,213,Apt. 087,Moinhos de Vento,Maryville,NJ,4325.638762786093,1304723364,Information officer,(409)861-0112,9589711365,2002-07-01,5,2033-05-06,3,CCusto3,Recursos Humanos,Setor A,Tipo2,2008-08-16,2083-01-19,04:39:51,14:37:09,Sim,475-58-9129,Plano A,Store who what and fire spend view.,2010-11-02,6371064031531717,Sim,Operadora2
Odontologia,Emily Gardner,680-54-4967,F,2003-03-25,2022-01-01,Thomas Harris,Viúvo(a),Pai,Não,5145766,9814136331145569,1234567890123456,jacobdelgado@example.org,69488,53075 Sarah Corner Suite 116,039,Apt. 266,Centro,Peggybury,VT,1052.0416553597097,7465037036,Corporate treasurer,461-668-3001x1019,+1-473-532-8878x94010,2019-04-06,2,2082-07-31,10,CCusto2,Financeiro,Setor C,Tipo3,2021-01-09,2076-05-06,00:16:19,01:19:14,Sim,508-78-5357,Plano C,Rule wind allow once fall.,2020-07-14,1190666473142970,Sim,Operadora3
Odontologia,David Allison,628-88-8735,M,2014-03-17,2006-12-21,Michelle Johnson,Casado(a),Cônjuge,Não,6686204,4299780897933027,1234567890123456,qcastro@example.org,47556,55073 Owens Crossroad,41566,Suite 099,Savassi,Hesterville,AL,2030.7252964624204,5790911928,Chartered public finance accountant,(529)772-4545x380,001-507-839-9561x753,2007-11-11,4,2052-02-25,5,CCusto1,Vendas,Setor C,Tipo2,2018-12-25,2040-07-27,12:27:43,13:47:21,Sim,290-49-2167,Plano C,Central organization per attorney car.,2007-10-07,3455234945717850,Sim,Operadora2
Consulta Médica,Taylor Owens,366-93-6013,F,1966-03-30,2000-03-06,Chase West,Solteiro(a),Pai,Não,5071291,4493503874651432,9876543210987654,mcalderon@example.net,56178,2605 Jennifer Cape,2441,Suite 674,Centro,North Jessicaland,CT,4334.99675524212,7484098136,Ergonomist,001-643-825-0994,+1-928-787-5771x424,2022-08-30,6,2041-01-05,7,CCusto2,Vendas,Setor A,Tipo3,2019-06-06,2062-01-11,02:23:57,15:14:03,Não,112-76-2121,Plano B,Near gun director around miss.,2020-04-29,7931693650379689,Sim,Operadora2
Consulta Médica,Kelly Spencer,805-99-1687,F,1929-06-17,2010-11-29,Nicholas Gilmore,Solteiro(a),Pai,Não,2048047,4033434037327664,1234567890123456,qwoodard@example.com,14866,2827 Katherine Mills Apt. 260,719,Apt. 806,Moinhos de Vento,East Carmenport,NJ,3874.2190022509803,2516970237,"Surveyor, mining",384.369.7616,758.813.4089,2020-02-29,4,2059-05-12,3,CCusto1,Recursos Humanos,Setor B,Tipo1,2002-01-10,2049-09-14,05:50:47,04:37:39,Sim,673-37-1435,Plano A,Few drop significant wrong drug lawyer.,2000-03-01,1124988907447421,Sim,Operadora1
Odontologia,Annette Clements,324-26-3279,M,1995-09-20,2014-07-31,Allen Pope,Solteiro(a),Mãe,Não,4753335,3776520375927131,9876543210987654,whitneyrangel@example.org,62888,61428 Katie Plain Apt. 583,7524,Apt. 393,Savassi,North Courtneyland,IA,1069.764412002212,8404341513,Museum education officer,(462)995-6503,001-436-972-8239x625,2000-06-11,6,2040-08-12,11,CCusto1,Recursos Humanos,Setor C,Tipo3,2008-01-01,2055-10-30,15:58:24,10:31:29,Não,455-20-1868,Plano C,Argue north eye manager machine top follow.,2008-05-02,5066758429581389,Sim,Operadora3
Exame Laboratorial,Brian Smith,845-92-9100,F,1940-10-13,2018-09-01,Joanna Clark,Viúvo(a),Cônjuge,Não,6433235,2324563905674074,9876543210987654,johnsonmichael@example.net,41039,62706 Michele Cove Suite 720,90631,Apt. 157,Savassi,Snowfurt,IA,1101.3469046481844,6199592881,Product designer,506.517.5761x4797,001-356-878-1550x7052,2023-02-25,5,2086-09-08,6,CCusto1,Recursos Humanos,Setor B,Tipo1,2002-04-17,2084-11-12,02:14:38,04:00:38,Sim,205-18-3562,Plano C,Read me to black common instead military.,2022-07-21,1888570372514116,Não,Operadora1
Consulta Médica,Jonathan Thompson,308-17-6372,F,1999-01-17,2021-07-23,Natasha Spears,Casado(a),Pai,Não,8785203,6274212273227016,9876543210987654,tmccarthy@example.net,83350,7782 Mark Valley,388,Apt. 857,Copacabana,New Jonathanfort,DE,1883.8573418536075,9187258004,"Programmer, applications",001-872-774-5221x3376,905.870.2647x8180,2011-10-06,7,2033-11-13,12,CCusto2,Recursos Humanos,Setor A,Tipo2,2018-12-21,2077-04-13,02:14:58,09:34:58,Não,757-14-3885,Plano A,Almost night represent bad.,2012-12-22,7664612444727746,Não,Operadora3
