Operadora,Código do Cliente,Razão Social do Cliente,Código do Associado,Nome do Associado,Tipo de Associado,Sexo,Data de Nascimento,Grupo Tipo de Atendimento,Valor,Data do Atendimento,Competência,CGC do Prestador Local,Nome do Prestador Local,Especialidade - Descrição,Prestador Local Próprio,Cidade do Prestador Local,Estado do Prestador Local,Código do Procedimento,Nome do Procedimento,Código do CID,Qtd Procedimentos,Cód do Grupo de Contrato,Plano - Código,Plano - Descrição,GUIA,Especialidade - Codigo,Classe de procedimento,Grupo Familiar,CPF Titular,Carteirinha Titular,Nome Titular
A,5683,Lin-Perez,54956,Barbara Murphy,production,M,1984-12-13,analysis,38781.035576069575,2019-03-11,August 2009,75247333,James and Sons,one,Não,Port John,OK,815,real,D03,4,4,405,effect,87039,9412,C,Não,521-89-2080,480447,Angela Fitzgerald
A,6923,Moore Inc,81923,Chad Martin,center,M,1969-11-16,play,86858.39971130225,2012-02-14,May 1974,21169967,Wong Inc,late,Sim,North Tracy,IN,825,lead,D03,5,8,871,blood,60891,5994,C,Sim,429-50-7320,300330,Robert Perez
B,7298,"Edwards, Osborne and Gomez",45740,Emma Holloway,them,F,1996-08-20,lawyer,77642.12076322628,2022-06-05,May 1982,61869203,Phillips and Sons,grow,Não,Lake Debra,AR,555,dark,B01,2,3,174,movement,55945,4688,A,Sim,102-61-3801,442234,Gerald Stewart
D,2424,"Hobbs, Anderson and Gregory",24693,Mary Diaz,direction,F,1963-11-13,set,25489.5897679222,2004-08-14,November 1979,58512748,Steele-Gonzalez,study,Sim,Port Robinberg,FM,561,respond,D03,2,3,538,wide,93841,6202,A,Sim,195-60-3865,318250,Holly Williams
D,5288,"Donovan, Morales and Weaver",16567,Nicole Lewis,pattern,F,1987-04-09,both,85476.28892919829,2021-08-06,October 1972,78907199,Cooper-Diaz,approach,Sim,North Chasetown,ME,403,act,D03,4,3,474,great,49274,1460,A,Sim,449-33-0185,779082,Elizabeth Mitchell
B,4086,"Dixon, Lane and Perez",82812,Jessica Tran,they,M,1959-08-13,third,91862.70744469247,2008-07-29,November 2001,37754932,Henderson Group,marriage,Não,Harrisport,UT,345,light,B01,4,7,631,new,95461,6352,B,Sim,124-73-6699,141001,Mallory Santiago
C,5038,Flores Group,78404,Ashley Gutierrez,avoid,M,1995-05-27,analysis,97130.16532860708,2017-09-24,November 1978,96127899,Wilson-Davis,trade,Não,North Timothy,LA,224,outside,A00,1,1,829,over,60913,9966,A,Não,113-60-1560,423625,Jennifer Davenport
D,6961,Wilson Ltd,30456,April King,those,F,1982-03-27,charge,35945.57237611299,2020-12-20,November 1972,56971688,"Gray, Suarez and Rubio",conference,Não,East Courtney,WI,634,data,B01,4,6,522,coach,83676,8821,B,Sim,682-12-1647,697060,Kelly Gonzalez
B,7182,"Rodriguez, Poole and Lopez",10344,Beverly Anderson,admit,F,1997-05-08,give,42317.39204631874,2004-09-23,July 2008,34987315,"Stephens, Ellis and Gordon",phone,Não,Aaronview,ND,228,daughter,A00,1,10,518,significant,64141,3388,C,Não,005-14-9507,956916,Brian Simpson
D,3377,Everett-Keller,82122,Brian Brown,late,F,1990-08-30,figure,7182.345981120656,2007-10-19,August 1974,82903395,"King, Collins and Franklin",street,Não,Lake Oscar,CA,280,doctor,D03,3,6,929,tell,37748,4459,A,Não,781-46-9005,386283,Amy Miller
B,2168,Hensley Inc,39237,Cheryl Olsen,Mr,M,1993-05-31,easy,35970.49123666718,2004-07-24,October 1983,59265958,"Taylor, Underwood and Warner",mother,Sim,South Brendashire,FL,403,data,A00,5,10,415,each,32213,9117,B,Sim,450-89-7576,110518,Bryan Bass
B,9735,"Massey, Alvarado and Sexton",63993,Sarah Young,wide,F,1950-09-01,them,98788.23741261868,2022-05-09,April 2005,23251543,Banks-Barker,current,Não,Codybury,NJ,514,industry,B01,5,8,905,gun,55480,6579,A,Sim,831-96-3426,269995,Stephanie Munoz
D,3004,Watkins-Whitehead,75044,James Parrish,these,M,1991-09-05,low,52606.272092033076,2018-11-22,October 1981,50322448,"Hayes, Logan and Alvarez",finish,Sim,Priceport,CT,274,question,D03,1,8,286,system,11141,7948,A,Sim,419-85-3995,699476,Edward Lee
B,7478,"Richardson, Ferguson and Stark",58477,Robert Kerr,agreement,F,1961-10-26,various,26816.02638284557,2016-05-19,May 2009,21956058,Wright Ltd,deal,Sim,South Jennatown,NE,452,enjoy,C02,5,7,493,suffer,52025,9586,B,Não,396-67-6583,831467,Joseph Ibarra
D,7034,Hall Group,10852,James Townsend,authority,M,1975-07-14,where,60470.85186383924,2020-01-25,December 1970,56122496,Williams-Klein,concern,Não,East Joanview,GU,485,say,D03,3,1,606,bed,86749,8968,C,Não,341-23-2511,319146,Paul Abbott
B,8163,"Sparks, Brown and Brooks",80651,Christine Lewis,community,F,1994-03-27,through,61629.77872351809,2007-02-13,September 2017,57489394,Howard Ltd,treatment,Não,Curtisville,UT,955,share,A00,3,7,842,go,45192,4029,A,Sim,002-60-0076,376544,Melissa Sampson
A,6392,Malone LLC,50626,Ana Nguyen,perhaps,M,1968-04-14,arrive,49202.17560713919,2018-08-14,March 2006,32299502,Steele-Neal,tell,Não,Jasmineborough,AZ,809,security,C02,5,2,362,many,61262,8771,B,Sim,862-49-7793,916714,Ashley Mooney
B,4603,Rodriguez and Sons,67667,David Palmer,perhaps,M,1956-12-23,theory,83176.49092671834,2006-04-06,December 2001,70735871,Ewing LLC,hand,Não,Lowerybury,NV,480,religious,A00,3,2,403,worry,18246,2199,B,Sim,364-47-3601,764488,Deborah Archer
A,1989,"Santiago, Byrd and Phillips",54566,Barbara Shaw,baby,M,1989-07-16,third,69355.19813962906,2012-12-09,November 2003,13224605,Johnson and Sons,number,Não,Angelaburgh,AL,961,dog,A00,2,3,912,low,79406,1747,B,Não,643-43-3709,638140,Kristin Schmidt
D,4081,Roberts-Joseph,21917,Daniel Moses,article,M,1976-07-07,catch,24334.28689622378,2023-09-18,October 2005,99276891,Harmon-Elliott,miss,Não,Port Robert,FM,418,guess,D03,4,10,842,such,89789,5712,C,Não,537-91-7364,264885,Travis Bell
C,4213,Dunn-Butler,23686,Heather Hill,usually,M,1964-07-19,team,38887.57901233532,2020-03-26,June 1995,69499951,"Huff, Brown and Jones",because,Sim,Port Robertburgh,AL,954,chair,D03,2,7,157,wife,82313,2850,C,Não,361-55-5574,102379,Matthew Barry
B,8365,Andersen-Jackson,50215,Cynthia Horn,quality,F,1973-07-31,democratic,86053.66351757865,2012-04-10,August 1989,59043348,Beasley Ltd,your,Não,Nashview,MA,154,sure,C02,2,9,373,economic,36651,4539,C,Sim,151-99-4281,592204,Jessica Whitney
D,1205,Murphy Group,63434,Tracey Ellison,trial,F,1957-01-31,institution,6412.136152345664,2015-03-19,March 2010,96144383,Nelson-Baker,near,Sim,New Joseland,OR,856,allow,B01,3,3,351,size,52412,9359,A,Não,579-34-6160,915876,Alec Lee
C,1309,"Stevens, Hodge and Jones",46076,Ashley Daugherty,father,F,1979-11-02,head,58883.07209365235,2007-12-03,August 2016,75314163,Lopez and Sons,former,Sim,Taylorfort,AK,561,generation,C02,5,5,178,left,66515,8638,B,Sim,714-67-5427,951777,Steven Ortega
D,1600,"Coffey, Kelley and Hunt",19838,Matthew Smith,phone,F,1957-10-03,enjoy,13951.849197645179,2016-12-19,August 1981,38208318,Mccullough-Bautista,in,Não,Lake Stephanie,WI,839,Mr,B01,4,10,736,parent,76159,6627,A,Sim,440-11-2024,105811,Kelly Bonilla
A,5081,Peterson LLC,35053,Mary Rodriguez,result,F,2003-10-09,laugh,88375.52684468805,2022-04-23,August 1991,15846581,Leach and Sons,catch,Não,Wrightfurt,DE,886,newspaper,A00,4,3,393,tell,13187,4317,C,Sim,862-67-2565,986224,Savannah Barrett
D,9099,Young and Sons,74910,Matthew Myers,fast,F,2004-08-24,east,19589.975206044932,2006-11-12,September 1971,65723178,"Warner, Charles and Moore",tree,Não,Smithchester,PR,885,include,C02,1,1,812,significant,82332,4998,B,Não,262-91-6819,945785,Tonya Turner
C,9983,Dean-Spencer,96104,Cody Carroll,development,M,1973-05-15,watch,29410.67759046242,2011-09-20,March 2016,26245471,Wood-Huffman,my,Não,Greenmouth,DE,466,daughter,D03,3,4,624,benefit,84956,1116,B,Não,098-95-8430,661435,Mark Miller
C,4532,Howell Group,48290,Zachary Herrera,guess,F,1959-09-17,owner,1902.6871085005766,2014-07-07,April 1991,18284116,Greene-Anderson,take,Sim,Arellanoborough,NM,708,performance,D03,1,10,293,letter,39843,1581,B,Sim,534-71-7783,424221,Aaron Bennett
B,9152,Nguyen-Valdez,66886,Vernon Cole,book,M,1965-05-07,could,85102.76114001618,2001-07-29,February 2012,57580682,Rodriguez-Green,put,Sim,New Micheletown,VT,489,six,A00,1,4,452,must,34615,4698,C,Não,469-21-1379,773780,Justin Rich
B,5570,Blevins LLC,82300,Carrie Johnson,watch,M,2003-04-18,run,59757.84084212121,2022-08-09,June 2014,38538367,Gilbert-Gutierrez,officer,Sim,East Cherylview,AL,805,fly,D03,3,2,992,rest,41549,2249,C,Sim,340-30-1809,766514,Marcus Smith
A,3152,"Beard, Vaughn and Webb",95230,Laura Salinas,total,M,1966-07-26,clear,73394.7778322825,2002-01-05,September 1993,93051075,Gonzalez Inc,raise,Sim,North Thomasstad,MT,579,range,D03,2,7,764,health,75817,8198,B,Sim,788-80-3966,412211,Jenna Bishop
B,7651,Vazquez-Cummings,47453,Susan Thompson,floor,F,1950-01-29,check,96327.05751533978,2022-11-04,July 1982,20540828,"Tucker, Hall and Ruiz",film,Não,Ericaside,CO,321,thing,A00,3,3,805,television,33102,4111,A,Sim,478-04-9768,427568,Laura Young
B,5163,Mccarthy Inc,59471,Melissa Johnson,make,M,1967-12-10,bank,21460.167024895032,2020-07-29,July 2006,55521742,"Walsh, Parker and Stafford",picture,Sim,Lake Davidfort,NM,328,dog,D03,4,3,961,relate,10391,4208,B,Sim,809-24-0117,105460,Sue Dorsey
A,6473,King Ltd,21531,Donald Newman,face,F,1967-11-06,any,71796.71621824864,2011-11-21,February 2003,43973463,"Smith, Williams and Powell",offer,Não,Hunterstad,MA,745,future,D03,4,8,464,anyone,69425,4996,C,Sim,745-05-1288,564695,Tara Jordan
A,7146,Martin-Stone,52010,Barbara Nelson,store,F,1982-09-09,and,33478.44024899253,2018-08-23,July 2011,13385015,Munoz Ltd,speak,Sim,Lake Arthur,KY,659,yard,B01,5,4,812,main,72622,6230,C,Não,435-56-4211,434160,Kimberly Horton
C,8708,Holland-Ruiz,70238,Steven Hale,financial,M,2003-01-01,friend,72739.509109159,2023-07-20,May 2017,59721818,Frye and Sons,condition,Não,Lake Nancy,MO,800,up,C02,4,5,823,because,98248,5158,A,Não,127-95-8863,860118,Meredith Hall
C,6529,"Smith, Lane and Lewis",92666,Ryan Schmidt,others,M,1968-06-15,large,3028.9561726328725,2004-04-30,June 1995,43351474,Bell LLC,question,Não,Morganmouth,PR,428,tough,B01,1,5,629,will,57058,5854,B,Sim,596-84-4417,404114,Tammy Benjamin
C,9813,Rangel LLC,59137,Eric Bush,concern,M,1997-08-28,fact,3635.0214160065643,2000-06-02,July 1971,19362728,Johnson-Gonzales,leader,Não,Lake Tony,VA,970,alone,D03,1,7,338,professor,96544,8057,A,Não,686-09-7570,631163,Kristin Ray
B,1194,Johnson-Lindsey,15963,Sarah Garza,kid,M,1986-07-22,child,41266.99964078773,2000-05-31,September 2002,28627305,Harris-Jones,its,Sim,West Brandon,UT,971,approach,C02,1,5,113,sort,93134,7232,B,Sim,375-01-4480,129974,Beth Ferguson
A,6181,"Watkins, Stephens and Thomas",32941,Ryan Elliott,wonder,M,1953-01-11,rest,5598.207565311897,2002-05-28,August 1985,98119815,"Elliott, Jones and Griffith",style,Não,Martinfort,AR,500,him,D03,5,10,433,mention,40356,9423,B,Não,668-66-2308,954069,Suzanne Warren
C,3373,"Price, Mejia and Smith",59953,John Anderson,return,F,1987-01-19,best,63731.296974836245,2016-08-17,June 1980,55178372,"Cisneros, Richardson and Riggs",war,Sim,West Kevin,CT,635,generation,C02,1,3,219,always,61286,9586,B,Sim,294-79-4321,933983,Sarah Wilson
B,4672,Williams and Sons,54024,Craig Thompson,school,M,1960-05-12,position,26769.16839078381,2011-10-26,May 1970,17900370,"Neal, Walter and Ochoa",black,Sim,West Paulland,DC,919,decade,B01,4,6,723,hundred,33892,3908,B,Não,802-97-2741,547073,Jeffrey Olson
A,6271,Green-Campbell,85670,Marissa Moore,require,M,1993-03-29,born,4683.597955993506,2003-05-21,March 1990,64985287,Le Group,art,Não,Devinfurt,VI,427,cover,B01,4,1,250,short,94250,4871,A,Sim,204-30-0471,310493,Jeanette Carrillo
B,8195,Pena Group,11450,Stephanie Lee,practice,F,1987-06-10,after,1240.7270485167514,2016-11-05,June 2009,68117358,Grant-Mcmillan,religious,Sim,Michaelport,PW,166,almost,D03,1,8,941,accept,89049,2948,A,Não,342-97-8110,622909,Blake Brown
A,5555,"Hall, Hart and Knapp",39112,Nicole Cameron,finish,F,1972-10-14,speak,7944.629874203526,2010-01-26,October 1996,63542180,Gomez-Lamb,opportunity,Sim,West Brittneyton,IL,298,mission,B01,3,6,183,already,48807,8117,B,Sim,611-04-4602,317444,Andrew Morris
C,7915,Carpenter-Bailey,18718,Angela Burgess,white,M,1976-10-12,true,17560.598910115452,2003-07-28,April 1997,20582009,Tyler and Sons,fact,Não,Michaelport,VI,853,fast,C02,2,2,533,worry,27742,6775,B,Não,195-97-2990,675441,Casey Hamilton
A,8021,"Weaver, Dixon and Mills",42334,Martha Nunez,explain,M,1951-04-10,turn,10735.857267734937,2016-10-10,December 2013,48592507,Gray-Davis,ten,Não,New Julieview,NE,889,soldier,D03,2,9,744,employee,13446,3020,C,Sim,092-99-0819,195971,Gary Snyder
A,7617,Taylor-Rogers,16249,Jerry Chapman,race,F,1962-11-14,wife,16599.575292944828,2016-11-16,May 1991,21902756,Mcfarland Ltd,many,Sim,Stewartchester,PR,832,good,D03,1,5,205,page,48030,9030,C,Não,261-75-5756,974126,Michael Price
D,6188,Jones-Hubbard,12409,Robert Maynard,deal,M,1948-08-25,approach,8914.103140691393,2013-12-23,September 1984,28161020,Hawkins-Ingram,story,Sim,New Kim,IA,922,town,C02,3,6,603,minute,34462,4907,C,Não,751-44-8031,980645,Jesse White
A,2226,Smith Ltd,29098,Chelsea Malone,allow,M,1991-02-07,throughout,64058.12726879738,2011-01-11,November 2009,55525749,"Watson, Gonzalez and Bush",eye,Não,West Anthony,WY,259,remember,C02,2,5,226,price,73425,8763,B,Sim,413-28-0857,482220,Stacey Montoya
D,2698,"Miller, Price and Yang",28046,Erik Jackson,enjoy,M,1950-07-30,form,54755.60668530963,2017-12-22,June 1995,75703370,Rodriguez-Smith,probably,Sim,Sarahside,MD,693,again,D03,4,5,647,station,12965,7658,A,Sim,658-13-2604,962310,Charles Alvarado
C,7540,Whitehead-Chang,89871,Emma Thompson,north,M,1998-01-29,approach,3496.7633269088224,2014-10-15,April 1999,22032317,Vargas-Wright,record,Sim,Lake Brian,MT,911,rate,C02,3,2,102,face,78667,4261,B,Sim,012-91-5622,567464,Mary Phillips
D,5914,Brown Group,21205,Michelle Poole,society,F,1955-07-13,will,88898.88645601358,2021-06-12,October 1992,61597598,Bennett Group,discuss,Não,Christophertown,MT,362,form,A00,5,3,171,guy,61627,7091,A,Não,468-49-6511,779800,Taylor Poole
C,5909,Adams-Ryan,30415,Angela Martin,leader,F,1983-11-30,position,26038.336944259245,2009-11-08,May 1994,75838253,Ray Group,democratic,Não,East Jeffreyfurt,CT,388,time,A00,5,5,723,area,32907,2379,B,Sim,776-65-2720,348870,Eric Cordova MD
C,9135,"Ramirez, Moore and Sosa",53655,Kim Soto,phone,F,1971-02-19,school,92978.02183392715,2022-12-07,May 1987,95867691,Schultz-Pitts,something,Sim,North John,PR,658,alone,C02,4,5,693,decade,71935,3003,A,Não,893-02-4073,840885,Eddie Hansen
C,7747,Quinn and Sons,37582,Corey Rivera,food,M,1962-03-14,wonder,74879.63721146202,2014-05-28,August 2019,71313665,"Reyes, Perry and Mitchell",both,Não,New Michelleborough,AS,320,within,A00,2,10,510,religious,88408,6048,B,Sim,848-89-7491,173594,Veronica Guerrero
A,9207,Moran-Johnson,36879,Jose Wilson,window,F,1976-11-15,accept,64211.094190410775,2010-07-31,August 1989,54056182,Rodriguez and Sons,respond,Não,Port Veronicabury,NC,552,foot,A00,3,3,968,almost,68935,9581,A,Não,402-03-1086,714047,James Mathis
A,5251,"Santiago, Duran and Proctor",32850,Sydney Brown,ball,F,1995-08-26,difference,65563.08502890257,2005-07-09,February 1973,75704543,Davis LLC,movement,Não,Lake Kyleland,NJ,272,camera,C02,4,2,810,sister,88498,3355,C,Sim,596-53-7844,408932,Robin Patterson
A,8432,Lowery-Gilbert,64405,Laurie Ford,kind,M,1954-11-15,phone,18861.11764857414,2012-04-02,October 2012,64872408,Anderson-Camacho,usually,Sim,Wrightbury,PR,526,middle,D03,1,3,729,girl,51485,4246,B,Sim,400-80-2863,630932,Rebecca Johnson
A,3165,Brown Group,30383,John Arias,public,M,1957-05-18,idea,3115.3496682969967,2022-11-06,January 2017,77231848,"Bennett, Morgan and Jones",campaign,Não,Susanshire,FM,263,camera,C02,2,4,336,work,86680,6449,A,Sim,535-62-0779,349168,Jessica Johnson
A,2802,Perez-Strong,78998,Carrie Fleming,local,F,1967-06-02,Democrat,61641.43733386299,2003-11-25,March 2019,50220231,Jones and Sons,idea,Sim,Taylorville,HI,303,since,C02,4,5,507,page,72261,5653,A,Sim,311-65-4845,268000,Dawn Green
C,2660,"Green, Ward and Morales",68531,Sean Li,structure,F,1962-02-20,television,87720.11415320532,2016-11-12,January 2004,71986310,"Spence, Brown and Thompson",area,Não,Manuelberg,WI,408,million,D03,2,3,405,source,22426,1606,B,Não,574-78-6049,868436,Stephanie Roberts
C,9319,"Campbell, Thomas and Mendez",29218,Brenda Hines,notice,M,2002-01-19,own,37048.59926949006,2014-11-09,April 1975,42011016,Cunningham and Sons,conference,Não,Cunninghamview,LA,124,land,C02,2,9,392,soldier,51759,7278,B,Não,273-23-5087,312458,Martha Rodriguez
C,7636,Barker-Williams,19103,Robert Wilson,free,M,1953-08-09,join,78760.74339949737,2016-07-14,February 1981,79662980,"Mccormick, Hudson and Stone",by,Sim,Maryborough,NV,306,case,D03,3,10,127,international,53438,8366,C,Sim,790-18-4838,872134,Alicia Thompson
A,9275,"Chaney, Burton and Rodriguez",41294,Danielle Coleman,population,F,1997-10-15,firm,19975.551523834303,2023-06-24,March 2020,74617449,"May, Cummings and Frye",cut,Sim,Port Laurafort,OH,555,certain,A00,5,4,279,worry,16952,6406,A,Não,364-78-7389,261478,Scott Scott
A,1910,Walker PLC,94629,Justin Walsh,process,F,1988-07-27,baby,48942.37499119902,2018-07-27,March 2013,75289971,Glover-Johnson,what,Não,North Michael,PR,747,sea,C02,4,6,942,in,94750,9321,C,Sim,236-57-4848,921971,Kristin Wood
B,3350,Rowe-Conway,11624,Justin Lopez,culture,F,1950-03-27,their,92076.74331827166,2002-01-01,June 1973,63281985,Lloyd-Miller,only,Não,Hallchester,AK,673,room,B01,4,7,796,commercial,98308,8155,B,Não,878-08-7102,148579,Eric Clements
B,8287,Wilcox-Cruz,37626,Daniel Wilson,hear,F,1962-12-16,bed,85166.3752791237,2015-10-19,August 1979,36367447,Walsh-Barnes,moment,Sim,Hansonstad,GU,369,network,C02,4,9,173,TV,23303,5662,C,Não,145-94-5837,582507,Sherri Cooper
D,4067,Pope LLC,68918,Wendy Shaw,area,F,1951-07-01,nice,90550.42030202874,2023-07-30,September 2014,33680183,Cannon Group,north,Não,East Andrew,ID,623,like,D03,5,7,730,sure,57007,1631,B,Sim,324-90-1030,840932,Joanna Shannon
A,5217,"Rush, Lopez and Johnson",89537,Tami Harrison PhD,wait,M,1977-08-05,language,35429.02680239543,2011-08-04,July 2023,91541341,Gardner Ltd,nation,Sim,East Natalieview,IN,718,fill,B01,3,10,296,kind,22091,6065,B,Não,348-23-2757,485543,Angie Thomas
D,9418,Lee-Reynolds,42111,Deanna Vaughan,nice,F,1997-05-15,standard,53722.19107425119,2010-08-01,March 1991,14289435,"Williams, Davis and Cooper",per,Sim,Colemanchester,CT,912,real,D03,5,5,562,find,48978,3557,B,Não,273-82-5665,799313,Michael Miles
B,2713,Price-Todd,15328,Jesse Carr,star,F,1991-08-26,life,36223.67338221463,2006-11-03,July 2020,62371065,Kelley and Sons,ask,Não,Mcintoshmouth,PA,448,far,D03,4,8,466,admit,20587,1038,A,Sim,186-50-2010,243190,Joseph Jones
A,1361,"Butler, Horne and Garcia",16455,Tara Wiley,very,F,1952-12-13,represent,94742.85619088059,2017-07-23,June 2023,63774257,"Perry, Price and Cannon",take,Não,Melodyton,OH,474,population,D03,4,1,763,parent,85951,2857,B,Não,582-55-5460,907135,Sarah Green
C,3314,"Hopkins, Myers and Harrison",34893,Bridget Mclaughlin,threat,F,1959-04-02,ago,72291.66516304182,2020-04-15,August 2004,88156955,Anderson LLC,hit,Não,Vasquezfort,UT,169,land,C02,2,4,454,career,61149,3050,A,Sim,215-67-1721,639565,Juan Cross
C,6578,Thomas-Davis,84749,Leslie Nguyen,those,M,1975-10-24,time,70728.36413787103,2015-07-08,February 2012,55793088,"Mitchell, Garcia and Smith",experience,Sim,North Stacy,NC,732,specific,A00,1,3,339,drug,43087,3740,A,Sim,628-90-4346,918740,Diana Gray
A,8829,"Adkins, Ross and Buchanan",58467,Bailey Chung,themselves,F,1958-07-11,ready,80321.09618448743,2018-06-27,January 1972,46493687,Bishop Group,cup,Sim,Denisestad,DC,321,already,B01,5,6,736,present,25000,2976,C,Sim,312-42-5712,930948,Veronica White
D,2826,Robbins and Sons,94305,Christopher Terry,job,F,1979-03-09,expect,53330.64296189096,2023-06-29,June 2021,21608752,Graves-Frey,public,Não,Ramseyborough,AR,324,seek,C02,3,1,402,rich,64132,6731,A,Sim,088-44-2296,963849,Matthew Wright
A,7490,Hall-Clarke,38259,Kristina Lewis,second,M,1953-05-26,partner,94071.4321679038,2005-04-17,April 2018,26462043,Kaiser-Walker,wonder,Não,Leeside,IA,342,population,A00,2,3,888,issue,67230,4134,B,Sim,556-94-6126,882495,Nicolas Garza
C,9998,Weber Group,40156,Christopher Perez,itself,F,1993-01-22,consumer,15308.340837549966,2007-06-12,May 1994,45089556,"Moon, Callahan and Robbins",about,Não,South Williehaven,NH,950,chance,D03,4,1,125,admit,67833,3210,C,Não,648-94-9278,216399,Sean Valdez
A,3173,"Watson, Jackson and Olson",66240,Miss Brooke Bean,then,M,1985-04-30,past,85297.33730691895,2000-11-05,July 1997,40333126,Rice-Martinez,able,Não,Tamarabury,NY,798,major,A00,4,3,540,law,29763,7959,C,Não,149-24-1422,202463,Donald Estrada
D,1377,Collins PLC,30911,James Pena,should,F,1954-01-04,best,74056.33958013501,2022-04-28,April 2005,81054242,Jones Ltd,think,Sim,Amyport,NJ,675,sing,D03,5,8,617,hospital,39115,2836,A,Não,778-95-3950,740634,Mike Wagner
C,4317,Adams Group,19027,Benjamin Vincent,leader,M,1967-01-09,prepare,12342.519917678592,2007-08-02,August 2016,42565110,Ramirez and Sons,ten,Não,New Jordanborough,GA,129,drive,B01,1,8,112,employee,34995,7422,B,Sim,402-33-0512,609945,Kelly Wood
C,3792,Sloan-Davis,76896,Heather Franklin,both,M,2004-04-30,seem,15707.23120100587,2014-10-14,July 2017,65679896,Brewer-Jones,evening,Sim,Carrollburgh,VA,376,record,C02,5,9,205,hundred,18682,9119,C,Não,731-06-7416,809361,Richard Crawford
C,5415,"Tate, Dalton and Cooley",86747,Mariah Patrick,home,F,1961-05-08,career,89467.65877377475,2005-11-11,February 2022,80841297,"Sweeney, Martinez and Delgado",future,Sim,New Johnfort,PW,693,college,B01,3,10,156,situation,36029,8573,C,Não,854-85-9918,368649,Cory Hudson
