NOME FUNCIONARIO,CPF,DATA,UNIDADE ATENDIMENTO,NOME PRESCRITOR,CRM,UF CR,TIPO CR,TEMPO,TIPO TEMPO,HORAENTRADA,HORASAIDA,CID,ACEITO,OBSEVAÇAO,ORIGEM,RECEPCAO,ESPECIALIDADE
Andrew Olsen,735-09-1693,1921-10-28,Ellis-Olson,Stephanie Tyler,22186,NY,B,22,Anos,18:09:33,06:33:33,A00,Não,"Front smile fish friend. Close action by marriage across.
Study follow heavy ask. Thank process outside company talk.",Hospital,Recepção C,Pediatria
Barbara Tran,244-67-9583,1988-03-15,"Rivera, Hanna and Campos",Laurie Rodriguez,99831,MA,B,18,Meses,13:00:02,04:59:47,C02,Não,"Crime type close time show.
Address worker east same. Official tonight artist back affect woman.
Assume hotel chair movie. Nor purpose paper. But help cold serve phone leader.",Clínica,Recepção A,Cardiologia
Penny Welch,216-31-4478,1998-10-26,Pena-Smith,Gina Cunningham,75983,WI,A,26,Meses,13:55:08,18:27:21,A00,Sim,"Value eat issue leave. Cold where artist or. Customer miss Democrat part. Sign actually conference.
Position usually board risk. Individual tax night government your president never.",Pronto-Socorro,Recepção C,Pediatria
Michael Frye,747-74-0384,1938-03-12,Robinson PLC,Jeremy Ballard,57367,CT,B,11,Meses,04:47:38,12:39:57,B01,Não,Lead you everybody rest term. Study peace staff factor analysis rich.,Hospital,Recepção C,Cardiologia
Connie Jacobs,336-58-0543,1972-08-10,Henry-Williams,Steven Morris,79612,TX,B,21,Dias,05:54:15,03:01:49,C02,Não,"Personal quickly police think. Cell space strong meet crime.
Simple able action street hope issue news business. Race maintain machine.",Pronto-Socorro,Recepção C,Ortopedia
Scott Zimmerman,551-72-5027,1934-04-13,"Williams, Lopez and Baker",Joshua Torres,57454,FM,B,22,Anos,16:35:48,10:10:26,A00,Sim,Relationship message year world. Measure audience better pass likely other despite work. Let stop pick glass.,Pronto-Socorro,Recepção A,Cardiologia
Adam Thomas,512-98-9503,2003-06-11,Mendoza and Sons,Michael Cain,27319,UT,A,22,Dias,03:14:36,09:39:55,A00,Sim,Campaign move set of. Night theory nearly world.,Clínica,Recepção A,Cardiologia
Javier Aguilar,812-96-3786,1975-12-17,Hess Group,Samantha Mcintyre,30054,AK,A,30,Dias,19:03:10,10:43:48,A00,Não,"Memory with marriage public bad. Arrive better tonight age might film medical.
Let stage loss executive difficult difficult program. Event risk service exist spend age seem.",Pronto-Socorro,Recepção C,Cardiologia
Megan Thompson,186-10-7947,1960-06-08,Cook-Long,Michael Salas,45727,TN,C,25,Anos,05:23:50,08:32:21,B01,Sim,"Plan experience happen station until. Way official dog yet cost police.
Return develop majority year professor far laugh. His window expect art exactly against. Fine matter official out phone.",Pronto-Socorro,Recepção C,Ortopedia
Julie Baxter DDS,772-42-0911,2021-11-04,"Salazar, Sanford and Patterson",Randall Wolf,31093,NY,C,14,Meses,01:21:35,02:07:38,A00,Não,"Over station international section. His large actually building. Environmental politics should.
Alone dinner stand Republican method everyone argue instead. No environment news practice ago seek.",Clínica,Recepção B,Pediatria
Rachel Campbell,733-67-9257,1999-05-10,Roy and Sons,Cathy Briggs,88159,MT,C,12,Meses,07:20:04,16:35:30,A00,Não,Tax wrong director. Personal city will particularly yet wear full. Minute national reflect commercial whatever style student.,Clínica,Recepção A,Cardiologia
Gregory White,840-57-4967,1975-02-22,Smith-Torres,Ryan Lynch,77764,VT,B,18,Dias,13:53:48,13:50:00,B01,Não,Career law security buy country. Window however simply hold according writer science.,Pronto-Socorro,Recepção C,Cardiologia
Kyle Schultz,867-76-2663,1962-06-03,Patel-Meza,Jane Ponce,23684,DC,B,3,Dias,21:44:09,11:02:49,C02,Sim,News deal check picture will. Air world if ok too activity. During reveal table contain cell. Road firm at.,Clínica,Recepção A,Ortopedia
Mary Simpson,354-81-6141,1958-01-15,Hopkins-Perez,Linda Davies,11710,CA,A,12,Anos,14:32:44,20:17:21,A00,Sim,Form benefit central move list move significant two. Second nature money worker deep.,Pronto-Socorro,Recepção B,Ortopedia
Donna Guzman,585-10-8906,1925-08-29,"Davis, Parker and Brown",Jose Gomez,47441,MN,B,28,Meses,10:40:59,16:26:05,A00,Não,"Will free project hospital term scientist animal different. Investment attack medical threat thus seven.
Never that commercial space item. Sea successful strong. Much son way in manager miss hear.",Clínica,Recepção C,Cardiologia
Danielle Summers,509-28-6147,1984-03-08,"Anderson, Fowler and Crawford",Renee Kirk,22833,FM,B,28,Meses,14:59:05,00:21:28,C02,Não,Decade letter paper wife early town. Trial college key card available growth type. Theory seek choose present range imagine serious.,Clínica,Recepção B,Cardiologia
Angela Smith,609-55-7016,1962-03-24,Griffith-Knight,Cody Turner,52541,MI,B,28,Meses,17:15:05,22:06:05,C02,Sim,"Scene social against shoulder go campaign write. Anything pay area soldier although treatment.
Arm either page tax race. Choice result figure could candidate.",Hospital,Recepção B,Pediatria
Jessica Barron,230-17-7049,1986-08-23,Martinez-Boyer,Amy Fisher,86290,CA,A,27,Anos,18:53:30,06:10:43,C02,Sim,Plant road relationship list charge arm. Line movement garden baby get act day.,Hospital,Recepção B,Pediatria
Marcia Gutierrez,123-76-2461,1908-09-16,Baker-Williams,Laura Woods,80294,KY,B,5,Dias,13:58:29,13:00:00,A00,Não,Environmental government candidate public sea. Close pressure suddenly these. Purpose image yourself less open increase through finally.,Hospital,Recepção A,Pediatria
John Owen,376-46-4200,1996-01-09,Fisher-Jenkins,Megan Fernandez,98887,IA,A,24,Dias,18:25:32,06:59:12,C02,Sim,"Oil model toward other. Around third total street.
Wife option stuff country show wall memory. Full real plan appear sing long month. Listen while year crime live.",Clínica,Recepção C,Ortopedia
John Conley,487-39-4582,2016-07-30,Warren Group,Mrs. Amy Bentley,46894,PA,C,28,Meses,16:43:39,22:31:25,B01,Não,Arrive stuff light chance should. Ask prove bill attorney look student system. Mouth American not reach popular why political.,Hospital,Recepção C,Cardiologia
Susan Brown,736-02-9716,1999-02-06,Johnson-Rasmussen,William Wells,37466,PR,C,6,Meses,07:27:03,14:22:03,C02,Não,Dog culture happen medical. Mention budget pretty operation though. Cover box spend life describe conference know. New discussion remain hand hundred seem.,Pronto-Socorro,Recepção B,Ortopedia
Douglas Martinez,071-80-3488,2003-11-06,"Anderson, Gates and Jensen",Nicholas Carroll,52756,HI,B,18,Anos,04:55:59,02:54:40,B01,Não,Continue say fly son bag body. School daughter policy bed like brother evening.,Pronto-Socorro,Recepção A,Cardiologia
Monica Spencer,649-02-4612,2018-06-02,"Lawson, Bauer and Stevenson",Brian Wagner,40980,TX,B,12,Meses,12:34:01,10:21:51,B01,Não,Agree finally prove along two leader hundred. Once north dream after wide ability. Across upon difference rest. Admit outside short each follow occur significant drive.,Pronto-Socorro,Recepção A,Pediatria
Kimberly Miranda,702-71-8626,1967-03-06,White-Hanna,Mark Gould,31776,WV,B,8,Anos,08:22:27,00:02:41,A00,Não,"Shake fall pretty voice recognize serve. Spend spend position box page million six.
Technology travel which vote. State foreign return lot hair degree serious. Dog establish model population.",Pronto-Socorro,Recepção A,Ortopedia
April Guzman,113-18-3929,1977-05-18,Morrison Group,Cassie Paul,48029,CT,C,1,Anos,04:17:28,13:11:34,C02,Sim,Forward read team since trip toward. Drug pretty international tough itself cell. Man people car others back enough song.,Hospital,Recepção C,Pediatria
Shannon Garrett,443-36-5892,1969-07-20,Leonard Ltd,Jason Todd,59276,MH,C,20,Anos,13:41:32,17:04:01,C02,Sim,When tough accept offer feeling offer measure. Step establish better sense fly subject. Station either certain specific hair. Hold both song beyond with feel whole.,Clínica,Recepção A,Cardiologia
Kristin Collier,133-02-3500,1916-07-29,"Long, Flores and Peters",John Ramirez,91868,ND,C,17,Meses,11:43:34,20:08:41,B01,Sim,"Society least activity affect address begin partner house. Lose see remember long believe.
Mouth evening your seek she player.",Hospital,Recepção B,Cardiologia
Nicholas Allen,801-29-6295,1988-06-22,Bell-Williams,Rhonda Hawkins,10443,CO,A,16,Dias,05:15:10,02:20:09,C02,Sim,Wear difference model arrive evidence. Because explain performance about return guy. Local likely someone. Member either avoid themselves enter.,Clínica,Recepção B,Ortopedia
Shelly Robinson,259-27-0826,1954-05-03,Montes-Gallagher,Tony Peterson,43557,IL,C,18,Anos,19:21:43,00:15:38,A00,Sim,"My little far likely put moment protect. Matter somebody professor mouth bill.
Court left land. Sense this morning. Even shake pay dog. Create hospital include.",Clínica,Recepção C,Cardiologia
Rebecca Wright,432-71-7321,2012-03-20,"Shaw, Love and Martin",Amy Tucker,90516,WY,A,16,Meses,01:35:10,16:39:00,A00,Sim,Back degree produce stock necessary else. And environment skill answer wear fear customer. Who crime family social couple in between smile.,Hospital,Recepção A,Cardiologia
John Franklin,589-98-7806,2005-09-13,"Jackson, Brady and Curry",Michelle Cardenas,14011,IN,A,6,Meses,15:57:15,12:52:47,A00,Sim,Behind home table back they through. Of play raise attention organization direction. Pass ball sea financial safe pattern listen. Company such blood budget speak.,Hospital,Recepção A,Ortopedia
Christine Archer,429-33-4660,2023-05-31,Lopez LLC,Kelly Cooper,39033,NY,B,24,Anos,06:40:58,05:29:59,C02,Sim,Congress however beautiful my. Movement impact evening together western its risk. Official subject person role other science.,Clínica,Recepção A,Cardiologia
James Hall,616-72-7321,1972-07-29,"Bradley, Barnett and Henderson",Preston Owens,40865,CO,B,17,Meses,12:57:57,05:07:42,A00,Não,Staff me picture property election. Pressure plant toward activity source. Paper collection else grow hand manager. Economic stock skill matter.,Hospital,Recepção A,Ortopedia
Timothy Mann,688-38-2088,2014-04-18,"Marks, Craig and Jones",Mary Obrien,47309,VI,A,8,Dias,12:35:33,23:50:30,B01,Sim,"Easy stage state Democrat. Financial know others law.
Art easy along kid hot picture. Institution last key share ten support.",Pronto-Socorro,Recepção C,Cardiologia
Terry Ramirez,022-02-3360,1987-05-10,Chen-Potts,Jason Thompson,97018,FL,A,24,Anos,15:48:24,02:44:51,C02,Sim,Wear source because activity issue look.,Pronto-Socorro,Recepção C,Ortopedia
Brittney French,580-77-5778,1988-10-06,"Thomas, Fisher and Walls",Amanda Johnson,35165,CT,C,12,Meses,13:53:28,12:56:00,A00,Sim,"Mouth radio purpose back claim. Size dinner rich notice.
Town position seat which shake military. Let discuss wall couple near western.",Pronto-Socorro,Recepção B,Pediatria
Meredith Hobbs,481-27-7508,2013-06-11,Smith and Sons,Patricia Boyd,45938,OK,B,9,Meses,07:49:48,10:45:21,B01,Sim,"Movement current peace rich. Something cup the produce claim wish job.
Turn left physical special doctor run nice. Only white face officer. List price then number and church spend.",Hospital,Recepção A,Cardiologia
Jacob Mitchell,360-73-8064,1912-01-05,Jones-Clark,Damon Rodriguez,51215,NH,A,18,Dias,20:09:18,23:18:53,C02,Sim,"Send quickly most.
Him group air word trip. Scientist tell pull perhaps edge.
Including example citizen lead. Pull think care bar.",Hospital,Recepção B,Pediatria
Alexandria Martin,217-53-8188,1957-02-20,Ford-Cox,Virginia Smith,70625,AR,C,8,Meses,06:31:57,03:28:14,C02,Não,Security seven new major example phone. Paper wind also across of experience anything. Once want letter forward state understand.,Pronto-Socorro,Recepção B,Pediatria
Michael Murillo,288-84-7091,1937-05-19,Alexander LLC,Kenneth Foster,79337,MO,C,21,Dias,16:49:42,09:50:20,A00,Sim,Career glass game list recognize job piece. From seven recognize pressure cover forward future. Benefit actually tax chair evening take PM. Down somebody card factor edge factor.,Clínica,Recepção C,Ortopedia
Paula White,592-03-9420,1999-11-24,Villa Ltd,Jennifer Williams DDS,54977,NM,B,23,Anos,07:35:32,14:33:02,B01,Não,"Long hot amount instead television and. Once activity score. Cost maintain compare start scene.
Central year street house. Job administration hand minute minute. Know we guess field.",Hospital,Recepção A,Pediatria
Nathaniel Villa,563-96-9743,1951-07-29,"Ferguson, White and Rangel",Danny Taylor,15236,TN,A,28,Meses,12:15:58,15:22:33,A00,Sim,As student move read reduce. Always plant role staff soon standard. Ten firm determine visit career environmental.,Clínica,Recepção B,Pediatria
Jacob Hudson,453-45-3919,1965-01-06,"Webb, Baker and Randall",Jeffery King,84752,CT,C,6,Meses,10:17:26,22:58:29,A00,Não,"Have still which truth. Writer hand ever out best study.
Pretty capital lose community. Manager window if into end.",Clínica,Recepção A,Cardiologia
George Grant,363-08-0062,1935-06-08,Elliott PLC,Adrienne Reynolds DDS,17946,RI,B,3,Meses,07:26:27,10:00:57,A00,Não,"Social final defense Congress bring. Course beyond sea occur.
However Democrat thought despite successful little. Think finally again morning particular special. Radio wall need town figure share.",Pronto-Socorro,Recepção C,Pediatria
Crystal Hill,704-76-7849,1988-07-19,Ingram-Trujillo,Robert Oliver,86406,TN,B,13,Meses,23:34:04,11:45:18,A00,Sim,"Whole many should apply far list number forward. Case door born four modern less serious.
Account human hundred according we conference every low. Group defense sure too.",Clínica,Recepção A,Pediatria
Denise Griffin,104-81-9971,1945-01-22,"Brown, Greer and Mcintyre",Darlene Bullock,52203,FM,B,17,Meses,09:45:24,21:46:39,B01,Não,"After cause analysis treatment. Art dream business traditional together.
While fight hear series particularly star. Laugh other station stand computer response during.",Pronto-Socorro,Recepção B,Cardiologia
Nathan Scott Jr.,752-85-7303,1992-01-24,Jones-Pierce,Matthew Sims,33403,VI,C,12,Dias,17:15:09,11:17:33,C02,Não,"Perform rest natural catch. Popular red large finish source receive.
Great perform order condition scientist authority place.",Pronto-Socorro,Recepção C,Cardiologia
Laura Simmons,006-90-4204,2005-04-14,Spencer-Clark,Christopher Contreras,55094,NH,C,19,Anos,13:21:38,05:07:30,B01,Não,Personal later personal participant two support authority. Assume pick on under down candidate. Human military listen it brother.,Pronto-Socorro,Recepção B,Cardiologia
Michelle Gibson,283-55-7599,1930-10-22,Williams Inc,William Avila,41596,NY,C,27,Meses,08:27:03,12:18:33,B01,Sim,"Wrong kid compare message make professional.
Wrong song difference seem different you remember. Best far not charge already partner sound draw.",Hospital,Recepção A,Cardiologia
Jeremy Hill,715-60-2414,1949-10-15,Mcdonald-Cook,Michael Wilkerson,15722,FL,C,16,Meses,07:46:13,22:12:29,A00,Não,"Thus attention debate. Play stand score movement.
Religious society pressure up point require we. Degree site contain bar phone material. Soldier party they.",Pronto-Socorro,Recepção B,Pediatria
Aaron Nichols,520-43-8239,1989-04-10,Anderson-Cooper,Robert Bass,15698,WI,C,19,Anos,17:54:03,20:36:44,C02,Sim,Peace consider scene true happy professor more. Activity production serious treatment create.,Clínica,Recepção B,Pediatria
Suzanne Donaldson,052-67-3265,1951-02-23,Parks-Schwartz,Teresa Howell,19104,MD,A,7,Dias,20:03:33,08:06:03,B01,Sim,"City near affect. Analysis behavior it top religious activity in.
Off whom point establish. Building case food food relate yes ten.",Clínica,Recepção B,Pediatria
Paula Jackson,198-66-0977,2023-01-09,Santiago Inc,Candice Lane,51472,MA,A,22,Anos,14:27:05,06:36:05,C02,Sim,"About son standard entire story pressure.
Beat dinner yes our.
Mother exist adult pick citizen group.
Pm television half such. However market fly black behavior few.",Clínica,Recepção A,Cardiologia
